"","rowID","season","matchID","actualTeamBatFirstWin","predO0TeamBatFirstWinMod","predO20TeamBatFirstWinMod","predO26TeamBatFirstWinMod","predO30TeamBatFirstWinMod","predO35TeamBatFirstWinMod","predO26TeamBatFirstWinEOI","predO30TeamBatFirstWinEOI","predO35TeamBatFirstWinEOI","inn1EOIRuns","predO6EOIRuns","predO10EOIRuns","predO15EOIRuns","inn2EOIRuns","predO26EOIRuns","predO30EOIRuns","predO35EOIRuns","errO35Run","errO35Per","errO30Run","errO30Per","errO26Run","errO26Per","errO15Run","errO15Per","errO10Run","errO10Per","errO6Run","errO6Per","correctPredWinEOIO35","correctPredWinEOIO30","correctPredWinEOIO26","correctPredWinModO35","correctPredWinModO30","correctPredWinModO26","correctPredWinModO20","correctPredWinModO0"
"163",163,2017,1082649,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,107,132,116,130,111,101,108,126,15,13.1,-3,-3,-10,-9,23,21.4,9,8,25,23.8,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"164",164,2017,1082650,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,129,143,145,114,128,130,129,120,-8,-6.5,1,1.1,2,1.5,-15,-11.8,16,12.4,14,10.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"165",165,2018,7894,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,169,153,162,167,176,143,129,143,-33,-18.6,-47,-26.8,-33,-18.9,-2,-1.2,-7,-4.4,-16,-9.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"166",166,2018,7895,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,172,168,172,168,168,166,169,166,-2,-1.3,1,0.7,-2,-0.9,-4,-2.5,0,-0.3,-4,-2.4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"167",167,2018,7896,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,182,189,179,184,190,170,174,185,-5,-2.5,-16,-8.3,-20,-10.4,2,1.2,-3,-1.8,7,3.7,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"168",168,2018,7897,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,133,166,160,139,135,142,151,157,22,16.2,16,12.2,7,5.4,6,4.3,27,20.1,33,24.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"169",169,2018,7898,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,207,174,162,172,212,193,180,194,-18,-8.4,-32,-15.1,-19,-8.9,-35,-17,-45,-21.8,-33,-15.8,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
"170",170,2018,7899,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,156,158,175,163,63,135,119,194,-18,-8.4,56,88.9,72,114.4,7,4.6,19,12.2,2,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"171",171,2018,7900,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,155,169,167,163,155,159,147,149,-6,-3.6,-8,-5.4,4,2.8,8,5.1,12,7.5,14,8.9,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"172",172,2018,7901,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,161,159,171,155,163,145,151,143,-20,-12.1,-12,-7.4,-18,-11.3,-6,-3.5,10,6.5,-2,-1.1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"173",173,2018,7902,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,204,224,215,224,197,173,194,189,-8,-3.9,-3,-1.6,-24,-12,20,10,11,5.5,20,9.9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"174",174,2018,7903,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,145,166,162,151,144,137,133,144,0,0.2,-11,-7.4,-7,-4.8,6,4.3,17,11.8,21,14.6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"175",175,2018,7904,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,231,171,172,191,204,198,200,191,-13,-6.5,-4,-2.1,-6,-3,-40,-17.2,-59,-25.6,-60,-26.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"176",176,2018,7905,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,198,204,214,200,206,179,179,176,-30,-14.5,-27,-13.1,-27,-13.2,2,0.9,16,8.1,6,3.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"177",177,2018,7906,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,206,165,177,190,136,177,185,176,-30,-14.5,49,35.9,41,30.3,-16,-7.8,-29,-14,-41,-19.9,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"178",178,2018,7907,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,230,191,201,208,173,188,191,170,-3,-1.5,18,10.3,15,8.8,-22,-9.4,-29,-12.6,-39,-16.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"179",179,2018,7908,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,165,172,163,158,166,156,159,159,-7,-4.1,-7,-4.1,-10,-5.9,-7,-3.9,-2,-1.3,7,4,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"180",180,2018,7909,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,201,183,186,203,191,167,173,174,-17,-8.8,-18,-9.5,-24,-12.6,2,0.9,-15,-7.6,-18,-9.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"181",181,2018,7910,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,210,193,207,216,148,157,171,163,15,10.3,23,15.9,9,6.4,6,2.9,-3,-1.2,-17,-8.2,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"182",182,2018,7911,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,200,172,172,203,128,185,196,163,15,10.3,68,52.9,57,44.8,3,1.4,-28,-14,-28,-14.1,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"183",183,2018,7912,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,186,141,151,160,180,162,171,179,-1,-0.6,-9,-5.2,-18,-10.2,-26,-14,-35,-18.7,-45,-24.4,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
"184",184,2018,7913,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,186,149,150,180,180,147,152,150,-30,-16.5,-28,-15.4,-33,-18.6,-6,-3.4,-36,-19.5,-37,-20.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"185",185,2018,7914,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,172,167,196,197,174,141,146,163,-11,-6.3,-28,-16,-33,-19.2,25,14.6,24,14,-5,-2.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"186",186,2018,7915,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,157,166,154,150,148,145,139,140,-8,-5.5,-9,-5.8,-3,-2,-7,-4.2,-3,-1.7,9,5.9,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"187",187,2018,7916,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,130,157,166,155,89,107,116,109,20,22.4,27,30.7,18,20.5,25,19.4,36,28,27,20.9,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"188",188,2018,7917,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,213,180,185,190,218,178,169,188,-30,-13.5,-49,-22.6,-40,-18.5,-23,-10.9,-28,-13.2,-33,-15.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"189",189,2018,7918,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,140,140,147,152,121,141,132,120,-1,-1.1,11,8.7,20,16.7,12,8.8,7,5.2,0,-0.1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
"190",190,2018,7919,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,223,187,181,191,168,177,183,190,22,13.3,15,9,9,5.3,-32,-14.5,-42,-19,-36,-16.3,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
"191",191,2018,7920,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,176,173,193,176,180,170,169,178,-2,-1.1,-11,-6,-10,-5.4,0,-0.2,17,9.8,-3,-1.5,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
"192",192,2018,7921,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,152,158,168,171,141,145,151,134,-7,-4.9,10,6.9,4,2.6,19,12.7,16,10.3,6,4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"193",193,2018,7922,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,185,182,159,166,184,174,172,179,-5,-2.6,-12,-6.7,-10,-5.4,-19,-10.1,-26,-13.9,-3,-1.6,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"194",194,2018,7923,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,218,188,203,191,206,181,164,177,-29,-14.1,-42,-20.2,-25,-12.4,-27,-12.5,-15,-6.7,-30,-13.8,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"195",195,2018,7924,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,173,175,178,181,176,149,156,163,-13,-7.6,-20,-11.4,-27,-15.3,8,4.6,5,2.7,2,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"196",196,2018,7925,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,203,181,193,224,150,199,191,163,-13,-7.6,41,27.4,49,32.8,21,10.3,-10,-5.1,-22,-10.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"197",197,2018,7926,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,184,181,190,166,192,166,169,178,-14,-7.5,-23,-11.8,-26,-13.5,-18,-9.6,6,3.4,-3,-1.9,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
"198",198,2018,7927,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,184,179,184,181,182,162,164,169,-13,-7.3,-18,-9.7,-20,-11.1,-3,-1.8,0,-0.2,-5,-2.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"199",199,2018,7928,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,131,180,156,124,135,141,140,128,-7,-5.4,5,3.6,6,4.1,-7,-5.1,25,19.4,49,37.4,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"200",200,2018,7929,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,166,178,193,183,170,173,166,163,-7,-4.3,-4,-2.5,3,1.9,17,10.1,27,16.1,12,7.1,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
"201",201,2018,7930,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,187,187,195,184,177,159,170,166,-11,-6.3,-7,-3.8,-18,-10.3,-3,-1.4,8,4.3,0,-0.1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"202",202,2018,7931,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,160,159,178,152,158,138,145,142,-16,-10.2,-13,-8.3,-20,-12.8,-8,-4.9,18,11.3,-1,-0.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE
"203",203,2018,7932,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,155,154,149,166,146,153,148,136,-10,-7.1,2,1.6,7,4.9,11,7.1,-6,-3.6,-1,-0.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
"204",204,2018,7933,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,161,179,174,173,149,142,138,137,-12,-8.2,-11,-7.2,-7,-4.6,12,7.5,13,8,18,11.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
"205",205,2018,7934,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,217,170,169,201,109,171,160,141,32,29.5,51,46.9,62,56.8,-16,-7.4,-48,-22.3,-47,-21.7,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"206",206,2018,7935,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,190,146,137,162,193,170,180,195,2,1.3,-13,-6.5,-23,-11.9,-28,-14.9,-53,-27.8,-44,-23,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
"207",207,2018,7936,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,188,184,195,188,180,165,173,164,-16,-9,-7,-3.7,-15,-8.2,0,0,7,3.9,-4,-2.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"208",208,2018,7937,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,250,178,207,220,221,190,189,203,-18,-8.4,-32,-14.5,-31,-14,-30,-11.9,-43,-17.4,-72,-29,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"209",209,2018,7938,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,188,159,173,179,198,173,184,189,-9,-4.5,-14,-7.1,-25,-12.9,-9,-5,-15,-8.2,-29,-15.3,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"210",210,2018,7939,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,192,149,167,200,181,177,184,189,8,4.4,3,1.9,-4,-2.2,8,4.3,-25,-13.2,-43,-22.2,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"211",211,2018,7940,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,177,186,196,171,181,169,174,172,-9,-5,-7,-3.9,-12,-6.7,-6,-3.2,19,10.8,9,4.9,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
"212",212,2018,7941,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,93,154,141,116,96,132,76,172,-9,-5,-20,-20.5,36,37.5,23,25.1,48,51.6,61,65.8,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
"213",213,2018,7942,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,144,187,175,146,147,143,141,146,-1,-0.5,-6,-3.8,-4,-3,2,1.3,31,21.4,43,30.2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
"214",214,2018,7943,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,197,174,165,201,192,173,178,180,-12,-6.2,-14,-7.5,-19,-9.8,4,2.1,-32,-16.5,-23,-11.4,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
"215",215,2018,7944,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,222,167,176,198,209,182,183,198,-11,-5.4,-26,-12.5,-27,-12.7,-24,-10.9,-46,-20.9,-55,-24.8,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
"216",216,2018,7945,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,171,163,180,148,130,168,161,146,16,12.2,31,23.9,38,29.1,-23,-13.5,9,5.1,-8,-5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"217",217,2018,7946,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,174,164,179,171,137,163,157,139,2,1.2,20,14.6,26,18.6,-3,-1.5,5,2.9,-10,-5.9,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"218",218,2018,7947,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,183,198,198,207,180,179,180,177,-3,-1.8,0,0,-1,-0.4,24,13,15,8.2,15,8.1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
"219",219,2018,7948,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,186,161,170,179,170,177,159,166,-4,-2.1,-11,-6.3,7,4.1,-7,-3.7,-16,-8.4,-25,-13.5,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"220",220,2018,7949,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,164,136,163,152,168,137,140,142,-26,-15.5,-28,-16.7,-31,-18.4,-12,-7,-1,-0.4,-28,-17.1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"221",221,2018,7950,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,148,151,144,132,145,135,127,129,-16,-10.7,-18,-12.3,-10,-7,-16,-11.1,-4,-2.5,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
"222",222,2018,7951,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,179,154,150,165,145,167,178,168,23,16,33,23,22,14.8,-14,-7.8,-29,-16.3,-25,-14.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"223",223,2018,7952,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,179,176,173,169,163,178,171,161,-2,-1,8,5.1,15,9.5,-10,-5.7,-6,-3.5,-3,-1.8,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"224",224,2018,7953,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,186,162,169,184,187,161,173,195,8,4.3,-14,-7.4,-26,-14,-2,-1,-17,-9.4,-24,-12.7,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
